Product Name,Details,Product Category,Reference,Related Products
Red exterior with White interior,<img class="alignnone size-full" title="coffee" src="#PhotoURL#" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1]Red exterior with White interior&nbsp;<strong>Product Details</strong><div class="prod-det">Other Coffee Item </div>[/tab][tab id=2][display-posts tag="" image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-ref"></div>,,,
8 Piece Espresso Set in Orange with Rack ,<img class="alignnone size-full" title="coffee" src="#PhotoURL#" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1]8 Piece Espresso Set in Orange with Rack &nbsp;<strong>Product Details</strong><div class="prod-det"></div>[/tab][tab id=2][display-posts tag="Coffee" image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-ref">A120-22182T</div>,Coffee,A120-22182T,
4 (3oz) Espresso Cups,<img class="alignnone size-full" title="coffee" src="#PhotoURL#" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1]4 (3oz) Espresso Cups&nbsp;<strong>Product Details</strong><div class="prod-det"></div>[/tab][tab id=2][display-posts tag="" image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-ref"></div>,,,
4 Plates,<img class="alignnone size-full" title="coffee" src="#PhotoURL#" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1]4 Plates&nbsp;<strong>Product Details</strong><div class="prod-det"></div>[/tab][tab id=2][display-posts tag="" image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-ref"></div>,,,
1 Metal Rack,<img class="alignnone size-full" title="coffee" src="#PhotoURL#" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1]1 Metal Rack&nbsp;<strong>Product Details</strong><div class="prod-det"></div>[/tab][tab id=2][display-posts tag="" image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-ref"></div>,,,
Orange exterior with White interior,<img class="alignnone size-full" title="coffee" src="#PhotoURL#" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1]Orange exterior with White interior&nbsp;<strong>Product Details</strong><div class="prod-det">Other Coffee Item </div>[/tab][tab id=2][display-posts tag="" image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-ref"></div>,,,
8 Piece Espresso Set in Green / White,<img class="alignnone size-full" title="coffee" src="#PhotoURL#" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1]8 Piece Espresso Set in Green / White&nbsp;<strong>Product Details</strong><div class="prod-det"></div>[/tab][tab id=2][display-posts tag="Coffee" image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-ref">A120-22186</div>,Coffee,A120-22186,
4 (3oz) Espresso Cups,<img class="alignnone size-full" title="coffee" src="#PhotoURL#" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1]4 (3oz) Espresso Cups&nbsp;<strong>Product Details</strong><div class="prod-det"></div>[/tab][tab id=2][display-posts tag="" image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-ref"></div>,,,
4 Plates,<img class="alignnone size-full" title="coffee" src="#PhotoURL#" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1]4 Plates&nbsp;<strong>Product Details</strong><div class="prod-det"></div>[/tab][tab id=2][display-posts tag="" image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-ref"></div>,,,
1 Metal Rack,<img class="alignnone size-full" title="coffee" src="#PhotoURL#" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1]1 Metal Rack&nbsp;<strong>Product Details</strong><div class="prod-det"></div>[/tab][tab id=2][display-posts tag="" image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-ref"></div>,,,
Green exterior with White interior,<img class="alignnone size-full" title="coffee" src="#PhotoURL#" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1]Green exterior with White interior&nbsp;<strong>Product Details</strong><div class="prod-det">Other Coffee Item </div>[/tab][tab id=2][display-posts tag="" image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-ref"></div>,,,
8 Piece Espresso Set in Red / Orange,<img class="alignnone size-full" title="coffee" src="#PhotoURL#" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1]8 Piece Espresso Set in Red / Orange&nbsp;<strong>Product Details</strong><div class="prod-det"></div>[/tab][tab id=2][display-posts tag="Coffee" image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-ref">A120-22187</div>,Coffee,A120-22187,
4 (3oz) Espresso Cups,<img class="alignnone size-full" title="coffee" src="#PhotoURL#" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1]4 (3oz) Espresso Cups&nbsp;<strong>Product Details</strong><div class="prod-det"></div>[/tab][tab id=2][display-posts tag="" image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-ref"></div>,,,
4 Plates,<img class="alignnone size-full" title="coffee" src="#PhotoURL#" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1]4 Plates&nbsp;<strong>Product Details</strong><div class="prod-det"></div>[/tab][tab id=2][display-posts tag="" image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-ref"></div>,,,
1 Metal Rack,<img class="alignnone size-full" title="coffee" src="#PhotoURL#" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1]1 Metal Rack&nbsp;<strong>Product Details</strong><div class="prod-det"></div>[/tab][tab id=2][display-posts tag="" image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-ref"></div>,,,
Red exterior with Orange interior ,<img class="alignnone size-full" title="coffee" src="#PhotoURL#" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1]Red exterior with Orange interior &nbsp;<strong>Product Details</strong><div class="prod-det">Other Coffee Item </div>[/tab][tab id=2][display-posts tag="" image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-ref"></div>,,,
4 Piece Coffee Mugs in Black & White with Rack ,<img class="alignnone size-full" title="coffee" src="#PhotoURL#" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1]4 Piece Coffee Mugs in Black & White with Rack &nbsp;<strong>Product Details</strong><div class="prod-det"></div>[/tab][tab id=2][display-posts tag="Coffee" image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-ref">A120-22192</div>,Coffee,A120-22192,
Stackable,<img class="alignnone size-full" title="coffee" src="#PhotoURL#" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1]Stackable&nbsp;<strong>Product Details</strong><div class="prod-det"></div>[/tab][tab id=2][display-posts tag="" image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-ref"></div>,,,
Metal Rack,<img class="alignnone size-full" title="coffee" src="#PhotoURL#" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1]Metal Rack&nbsp;<strong>Product Details</strong><div class="prod-det"></div>[/tab][tab id=2][display-posts tag="" image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-ref"></div>,,,
Black & White Swirl Design,<img class="alignnone size-full" title="coffee" src="#PhotoURL#" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1]Black & White Swirl Design&nbsp;<strong>Product Details</strong><div class="prod-det">Other Coffee Item </div>[/tab][tab id=2][display-posts tag="" image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-ref"></div>,,,
8 Piece Espresso Set with Purple Stripe,<img class="alignnone size-full" title="coffee" src="#PhotoURL#" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1]8 Piece Espresso Set with Purple Stripe&nbsp;<strong>Product Details</strong><div class="prod-det"></div>[/tab][tab id=2][display-posts tag="Coffee" image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-ref">A120-22203</div>,Coffee,A120-22203,
4 Espresso Cups,<img class="alignnone size-full" title="coffee" src="#PhotoURL#" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1]4 Espresso Cups&nbsp;<strong>Product Details</strong><div class="prod-det"></div>[/tab][tab id=2][display-posts tag="" image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-ref"></div>,,,
4 Plates,<img class="alignnone size-full" title="coffee" src="#PhotoURL#" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1]4 Plates&nbsp;<strong>Product Details</strong><div class="prod-det"></div>[/tab][tab id=2][display-posts tag="" image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-ref"></div>,,,
Purple Stripe Design ,<img class="alignnone size-full" title="coffee" src="#PhotoURL#" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1]Purple Stripe Design &nbsp;<strong>Product Details</strong><div class="prod-det">Other Coffee Item </div>[/tab][tab id=2][display-posts tag="" image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-ref"></div>,,,
8 Piece Espresso Set with Green Stripe,<img class="alignnone size-full" title="coffee" src="#PhotoURL#" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1]8 Piece Espresso Set with Green Stripe&nbsp;<strong>Product Details</strong><div class="prod-det"></div>[/tab][tab id=2][display-posts tag="Coffee" image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-ref">A120-22204</div>,Coffee,A120-22204,
4 Espresso Cups,<img class="alignnone size-full" title="coffee" src="#PhotoURL#" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1]4 Espresso Cups&nbsp;<strong>Product Details</strong><div class="prod-det"></div>[/tab][tab id=2][display-posts tag="" image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-ref"></div>,,,
4 Plates,<img class="alignnone size-full" title="coffee" src="#PhotoURL#" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1]4 Plates&nbsp;<strong>Product Details</strong><div class="prod-det"></div>[/tab][tab id=2][display-posts tag="" image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-ref"></div>,,,
Green Stripe Design ,<img class="alignnone size-full" title="coffee" src="#PhotoURL#" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1]Green Stripe Design &nbsp;<strong>Product Details</strong><div class="prod-det">Other Coffee Item </div>[/tab][tab id=2][display-posts tag="" image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-ref"></div>,,,
Milk Frother,<img class="alignnone size-full" title="coffee" src="#PhotoURL#" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1]Milk Frother&nbsp;<strong>Product Details</strong><div class="prod-det"></div>[/tab][tab id=2][display-posts tag="Coffee" image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-ref">B120-22050</div>,Coffee,B120-22050,
Powered by Batteries,<img class="alignnone size-full" title="coffee" src="#PhotoURL#" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1]Powered by Batteries&nbsp;<strong>Product Details</strong><div class="prod-det"></div>[/tab][tab id=2][display-posts tag="" image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-ref"></div>,,,
Black & Silver,<img class="alignnone size-full" title="coffee" src="#PhotoURL#" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1]Black & Silver&nbsp;<strong>Product Details</strong><div class="prod-det">Other Coffee Item </div>[/tab][tab id=2][display-posts tag="" image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-ref"></div>,,,
Stainless Steel Coffeemaker ,<img class="alignnone size-full" title="coffee" src="#PhotoURL#" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1]Stainless Steel Coffeemaker &nbsp;<strong>Product Details</strong><div class="prod-det"></div>[/tab][tab id=2][display-posts tag="" image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-ref"></div>,,,
6 Cup / 4 Cup,<img class="alignnone size-full" title="coffee" src="#PhotoURL#" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1]6 Cup / 4 Cup&nbsp;<strong>Product Details</strong><div class="prod-det"></div>[/tab][tab id=2][display-posts tag="Coffee" image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-ref">B120-22062K</div>,Coffee,B120-22062K,
B120-22061K,<img class="alignnone size-full" title="coffee" src="#PhotoURL#" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1]B120-22061K&nbsp;<strong>Product Details</strong><div class="prod-det"></div>[/tab][tab id=2][display-posts tag="Stove Top Coffeemaker" image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-ref"></div>,Stove Top Coffeemaker,,
Available in 2 Sizes:  6 Cup / 4 Cup,<img class="alignnone size-full" title="coffee" src="#PhotoURL#" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1]Available in 2 Sizes:  6 Cup / 4 Cup&nbsp;<strong>Product Details</strong><div class="prod-det"></div>[/tab][tab id=2][display-posts tag="" image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-ref"></div>,,,
Stainless Steel with Black Handle ,<img class="alignnone size-full" title="coffee" src="#PhotoURL#" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1]Stainless Steel with Black Handle &nbsp;<strong>Product Details</strong><div class="prod-det">Other Coffee Item </div>[/tab][tab id=2][display-posts tag="" image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-ref"></div>,,,
9 Piece Stainless Steel 6 Cup Espresso Gift Set,<img class="alignnone size-full" title="coffee" src="#PhotoURL#" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1]9 Piece Stainless Steel 6 Cup Espresso Gift Set&nbsp;<strong>Product Details</strong><div class="prod-det"></div>[/tab][tab id=2][display-posts tag="Coffee" image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-ref">B120-22069SET</div>,Coffee,B120-22069SET,
Stove Top Coffeemaker,<img class="alignnone size-full" title="coffee" src="#PhotoURL#" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1]Stove Top Coffeemaker&nbsp;<strong>Product Details</strong><div class="prod-det"></div>[/tab][tab id=2][display-posts tag="" image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-ref"></div>,,,
4 (3oz) Espresso Cups,<img class="alignnone size-full" title="coffee" src="#PhotoURL#" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1]4 (3oz) Espresso Cups&nbsp;<strong>Product Details</strong><div class="prod-det"></div>[/tab][tab id=2][display-posts tag="" image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-ref"></div>,,,
4 Plates,<img class="alignnone size-full" title="coffee" src="#PhotoURL#" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1]4 Plates&nbsp;<strong>Product Details</strong><div class="prod-det"></div>[/tab][tab id=2][display-posts tag="" image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-ref"></div>,,,
Stainless Steel ,<img class="alignnone size-full" title="coffee" src="#PhotoURL#" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1]Stainless Steel &nbsp;<strong>Product Details</strong><div class="prod-det">Other Coffee Item </div>[/tab][tab id=2][display-posts tag="" image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-ref"></div>,,,
